Cycle,NumberOfFlips,Temperature,SystemEnergy,MeanEnergy,HeatCapacity,MagneticSusceptibility,Magnetization_Abs
90601,119,2.40,-436.,-1.2404194,1.4218459,8.7609574,0.46323192
90701,110,2.40,-500.,-1.2404191,1.4208319,8.7549242,0.46333563
90801,104,2.40,-564.,-1.2403347,1.4209819,8.7663337,0.46302678
90901,86,2.40,-544.,-1.2403565,1.4204738,8.7729160,0.46292830
91001,90,2.40,-548.,-1.2404778,1.4206278,8.7726250,0.46316326
91101,133,2.40,-440.,-1.2404020,1.4201263,8.7739163,0.46297000
91201,111,2.40,-496.,-1.2403436,1.4198462,8.7679841,0.46301587
91301,87,2.40,-552.,-1.2405119,1.4208919,8.7703714,0.46328200
91401,108,2.40,-484.,-1.2405817,1.4211512,8.7709592,0.46338229
91501,123,2.40,-440.,-1.2406637,1.4219907,8.7718287,0.46350947
91601,107,2.40,-532.,-1.2407119,1.4213556,8.7663792,0.46362119
91701,112,2.40,-496.,-1.2407926,1.4214310,8.7653995,0.46379963
91801,122,2.40,-380.,-1.2406445,1.4224546,8.7700180,0.46354555
91901,141,2.40,-456.,-1.2405242,1.4226582,8.7740595,0.46329229
92001,119,2.40,-452.,-1.2403845,1.4231489,8.7832082,0.46296328
92101,78,2.40,-624.,-1.2403643,1.4231946,8.7859324,0.46294747
92201,87,2.40,-524.,-1.2403342,1.4225914,8.7800559,0.46298966
92301,103,2.40,-492.,-1.2401785,1.4240947,8.7883529,0.46274320
92401,106,2.40,-528.,-1.2401071,1.4237917,8.7916928,0.46248455
92501,107,2.40,-512.,-1.2401295,1.4238528,8.7897264,0.46259408
92601,116,2.40,-472.,-1.2402689,1.4244571,8.7913328,0.46284284
92701,113,2.40,-520.,-1.2403878,1.4247544,8.7901847,0.46304517
92801,121,2.40,-452.,-1.2404749,1.4250679,8.7893652,0.46325147
92901,124,2.40,-488.,-1.2405883,1.4262157,8.7914289,0.46348844
93001,124,2.40,-484.,-1.2406013,1.4257003,8.7877051,0.46357776
93101,112,2.40,-516.,-1.2407433,1.4275478,8.7904482,0.46378159
93201,131,2.40,-476.,-1.2406584,1.4272213,8.7898110,0.46358832
93301,128,2.40,-436.,-1.2406200,1.4270382,8.7836326,0.46353078
93401,124,2.40,-412.,-1.2405616,1.4267533,8.7837794,0.46334477
93501,123,2.40,-476.,-1.2404144,1.4271567,8.8005716,0.46293927
93601,117,2.40,-508.,-1.2405486,1.4276475,8.8026293,0.46317593
93701,106,2.40,-500.,-1.2406186,1.4280581,8.8023825,0.46338593
93801,66,2.40,-608.,-1.2407427,1.4287083,8.8049089,0.46364746
93901,120,2.40,-476.,-1.2408439,1.4290386,8.8106337,0.46367398
94001,126,2.40,-468.,-1.2407349,1.4289971,8.8187044,0.46339161
94101,99,2.40,-496.,-1.2407506,1.4283017,8.8135931,0.46351713
94201,116,2.40,-460.,-1.2408067,1.4276513,8.8080633,0.46364173
94301,145,2.40,-420.,-1.2407780,1.4272949,8.8110876,0.46356942
94401,81,2.40,-532.,-1.2407387,1.4272099,8.8099926,0.46351696
94501,124,2.40,-452.,-1.2407809,1.4273260,8.8076340,0.46365832
94601,122,2.40,-480.,-1.2408486,1.4267173,8.8047915,0.46380271
94701,145,2.40,-364.,-1.2407351,1.4268824,8.7985204,0.46371158
94801,124,2.40,-504.,-1.2407307,1.4262330,8.7932098,0.46370545
94901,143,2.40,-448.,-1.2406610,1.4257869,8.7924962,0.46351777
95001,56,2.40,-620.,-1.2407731,1.4259946,8.7935009,0.46375475
95101,131,2.40,-484.,-1.2407607,1.4258604,8.7912872,0.46373329
95201,114,2.40,-548.,-1.2406943,1.4257473,8.7870411,0.46367580
95301,97,2.40,-476.,-1.2406697,1.4249634,8.7809790,0.46366806
95401,131,2.40,-424.,-1.2405784,1.4249793,8.7793931,0.46358167
95501,167,2.40,-432.,-1.2404819,1.4248708,8.7820454,0.46336588
95601,86,2.40,-548.,-1.2404141,1.4247985,8.7809114,0.46321090
95701,105,2.40,-448.,-1.2404002,1.4247026,8.7759740,0.46329814
95801,127,2.40,-432.,-1.2402864,1.4249413,8.7818016,0.46306270
95901,142,2.40,-416.,-1.2401970,1.4250857,8.7769639,0.46294215
96001,108,2.40,-468.,-1.2401087,1.4248779,8.7811477,0.46273492
96101,131,2.40,-404.,-1.2399973,1.4248957,8.7950670,0.46236184
96201,173,2.40,-416.,-1.2399012,1.4246649,8.8036467,0.46204535
96301,111,2.40,-492.,-1.2399680,1.4249193,8.8038253,0.46217822
96401,121,2.40,-456.,-1.2398774,1.4247973,8.8154164,0.46183193
96501,63,2.40,-664.,-1.2399340,1.4256701,8.8148877,0.46186148
96601,74,2.40,-536.,-1.2401534,1.4286276,8.8232569,0.46217762
